59,2021-11-07 06:59:59.000000,Заступил на дежурство,-----,, ,Троицкий
60,2021-11-07 15:36:17.000000,"Разница в загрузке CPU между NAT1 и NAT2 больше 20% более 30 минут, хотя трафик через них идет примерно равный.",-----,," Перевел район Ленина 81-2 (57.210) с 36 на 37 NAT, вечером вернул обратно.",Троицкий
61,2021-11-07 16:19:09.000000,"Не работает Шеметово, не отвечает радио со стороны Шеметово.",-----,17:47, Не было электричества.,Троицкий
62,2021-11-07 16:35:52.000000,Перезагрузка по питанию Радужный 19,-----,, ,Троицкий
63,2021-11-07 16:37:59.000000,"Не работает Макеева 4, запустил каскад с другой стороны (58.108:7 -> 58.108:4)",-----,16:39,"Не было электричества, переключил каскад обратно.",Троицкий
64,2021-11-07 17:16:55.000000,Макеева 4 - перезагрузка по питанию,-----,, ,Троицкий
65,2021-11-07 18:13:45.000000,Радио со стороны Зарудни пингуется с потерями,Панин,," Проблема с оптикой, специалисты в курсе",Троицкий
66,2021-11-07 23:00:00.000000,Дежурство сдал.,-----,, ,Троицкий
67,2021-11-08 08:06:42.000000,Заступил на дежурство,-----,, ,Брянский
68,2021-11-08 10:33:30.000000,Не работает окский 3б,Федосеев,11:07, Работает Тихонов и Доронин,Брянский
69,2021-11-08 14:49:11.000000,Установили NAT3(62.182.48.38),-----,,"Запустил через него Сергиевский(59.190), Дмитрия Донского 38(47.6), Ленина 81-2_2(57.169)",Брянский
70,2021-11-08 20:00:58.000000,Дежурство сдал,-----,, ,Брянский
71,2021-11-09 07:26:21.000000,Заступил на дежурство,-----,, ,Кочеров
72,2021-11-09 10:32:15.000000,Не работает 2-ой Юбил.проезд д2,-----,10:32, Работает,Кочеров
73,2021-11-09 10:59:27.000000,Не работает Зарудня,-----,11:04,Тех работы,Кочеров
74,2021-11-09 11:51:21.000000,Не работает Зарудня,-----,11:55, ,Кочеров
75,2021-11-09 13:52:25.000000,Переключил на НАТ3 Ленина 81-2(57.210) и Девичье поле 2Д-2(47.53),-----,," еще добавил 58.2, Кирова 43",Брянский
76,2021-11-09 16:04:15.000000,Не работает Гагарина 64а,Федосеев,16:33, ,Кочеров
77,2021-11-09 23:00:48.000000,Дежурство Сдал,-----,, ,Кочеров
78,2021-11-10 06:54:19.000000,"2021-11-09 10:11:33 пропал линк на 25 порту 60.33 (находится на АТС). На порту настроен vlan 1051, на кабеле стоит подпись ""10"".",Брянский,," Это сервер 007, его выключил Трушин",Троицкий
79,2021-11-10 07:00:01.000000,Заступил на дежурство,-----,, ,Троицкий
81,2021-11-10 10:10:12.000000,"Не работает О. Р. 205 (и 3 коммутатора за ним), пропал линк",Федосеев,10:38, Не было электричества,Троицкий
82,2021-11-10 10:27:20.000000,"Не работает Бульвар 800-летия 2, пропал линк",Федосеев,10:57, Не было электричества,Троицкий
83,2021-11-10 11:23:34.000000,"Не работают Известковый поселок 5,6, пропали линки",-----,11:28, Не было электричества,Троицкий
84,2021-11-10 12:22:13.000000,Дачная 14 - перезагрузка после обновления прошивки,-----,," Прошивка не соответствовала концепции сети, на ней не работало iptv и не работало обнаружение интерфейсов по snmp",Троицкий
85,2021-11-10 13:47:58.000000,Спирина 4а - работы по улучшению качества линии,Федосеев,, ,Троицкий
86,2021-11-10 17:09:10.000000,Настроен коммутатор для замены в Зарудне 17 (49.34),-----,, Менять будут завтра,Троицкий
87,2021-11-10 22:01:36.000000,Радио со стороны Зарудни снова пингуется с потерями,Панин,, ,Троицкий
88,2021-11-10 23:00:01.000000,Дежурство сдал,-----,, ,Троицкий
89,2021-11-11 07:00:11.000000,Заступил на дежурство,-----,, ,Кочеров
90,2021-11-11 10:18:42.000000,Заменен коммутатор Зарудня 17,Федосеев,10:18, ,Кочеров
91,2021-11-11 10:24:36.000000,"Не работает Ватутина 3, Ватутина 1/40  3,7,9 подъезд",Федосеев,12:42, ,Кочеров
92,2021-11-11 10:40:37.000000,Не работает Зарудня,Панин,10:50, Работы специалистов ,Кочеров
93,2021-11-11 16:40:07.000000,"Не работает Дев,Поле 20,24",Федосеев,16:50, ,Кочеров
94,2021-11-11 18:54:50.000000,Не работает Окский 3а,-----,20:55, Аварийка не отвечает.,Кочеров
95,2021-11-11 23:01:04.000000,Дежурство Сдал,-----,, ,Кочеров
96,2021-11-12 06:58:00.000000,Заступил на дежурство,-----,, ,Кочеров
97,2021-11-12 12:24:19.000000,Не работает Митяево 156а,Федосеев,14:39,"Работы специалистов, разварка оптики. ",Кочеров
98,2021-11-12 13:42:47.000000,Дев. Поле 12к2  47.193  плохая мощность на 28 порту 0.0263 mW,Федосеев,, ,Брянский
99,2021-11-12 15:14:52.000000,"Не работает Дев.Поле  1,5,13, Астахова 43,41",Панин,15:25, ,Кочеров
100,2021-11-12 16:17:47.000000,Не работает Митяево 150,Федосеев,, Нет света,Кочеров
101,2021-11-12 23:00:29.000000,Дежурство Сдал,-----,, ,Кочеров
102,2021-11-13 06:51:03.000000,Изменение настроек на 192.168.60.236,-----,,23740 enable autodowngrade on flapping port,Троицкий
103,2021-11-13 07:00:01.000000,Заступил на дежурство,-----,, ,Троицкий
104,2021-11-13 09:11:59.000000,"Не работает Добролюбова 17а, пропал линк (57.177:25)",-----,09:13, Перезагрузка по питанию,Троицкий
105,2021-11-13 11:12:57.000000,Изменение настроек на 192.168.47.75,-----,,26030 fix missing cable sinitsyn,Троицкий
106,2021-11-13 14:57:00.000000,Изменение настроек на 192.168.60.155,-----,,57374 force 10M speed on flapping port,Троицкий
107,2021-11-13 15:48:20.000000,"Не работает Кирова 2, пропали линки с обеих сторон. Скорее всего нет электричества.",-----,15:54,После подачи электричества не поднялся линк между 58.127 и 58.62. Пришлось перезагружать порт.,Троицкий
108,2021-11-13 16:10:15.000000,Не работает Кирова 2,-----,16:15, Не было электричества,Троицкий
109,2021-11-13 16:27:31.000000,Кирова 2 - перезагрузка по питанию,-----,16:30, После подачи электричества не поднялся линк между 58.127 и 58.62. Пришлось перезагружать порт.,Троицкий
110,2021-11-13 17:09:48.000000,Изменение настроек на 192.168.57.139,-----,,01455 sinitsyn 3 15,Троицкий
111,2021-11-13 17:11:11.000000,Изменение настроек на 192.168.57.139,-----,,Fix system location (switch moved from Mityaevo 156a to 150),Троицкий
112,2021-11-13 18:45:00.000000,Изменение настроек на 192.168.57.238,-----,,13608 force 10M speed on flapping port,Троицкий
113,2021-11-13 19:00:49.000000,"Ulcom держится около 6 Гб/с, при этом TTK и Retn - около 3-3.5 Гб/с",Трушин,19:55,Трушин в курсе,Троицкий
114,2021-11-13 19:08:57.000000,Дзержинского 2 - кратковременное отключение электричества,-----,19:11," После подачи электричества не поднялся линк между 60.17 и 57.10, пришлось перезагружать порт.",Троицкий
115,2021-11-13 20:31:23.000000,"TTK кратковременно превысил 5 Гб/с, одновременно с этим кратковременно возросла нагрузка на BGP до 83%",Трушин,," Трушин следит за ситуацией, сказал больше ему сегодня не звонить.",Троицкий
116,2021-11-13 23:00:01.000000,Дежурство сдал,-----,, ,Троицкий
117,2021-11-14 16:01:07.000000,РЭО Юбилейный перегрузка по питанию,-----,, ,Корнеев
118,2021-11-14 20:46:23.000000,"TTK кратковременно превысил 5 Гб/с, одновременно с этим возросла нагрузка на BGP",Трушин,, Трушин следит за ситуацией,Корнеев
119,2021-11-14 21:41:40.000000,Не работает Сосновый бор,-----,, Почти сразу восстановилось,Корнеев
120,2021-11-14 22:48:28.000000,Не работает Сосновый бор,-----,, Почти сразу восстановилось,Корнеев
121,2021-11-14 23:00:11.000000,Дежурство сдал,-----,, ,Корнеев
122,2021-11-15 07:07:51.000000,Заступил на дежурство,-----,, ,Кочеров
123,2021-11-15 11:11:27.000000,Установили коммутатор на Захарова 16к1 16эт  49.240,-----,, ,Кочеров
124,2021-11-15 11:54:15.000000,Не работает КБМ АТС,Федосеев,, ,Кочеров
125,2021-11-15 23:01:03.000000,Дежурство Сдал,-----,, ,Кочеров
126,2021-11-16 07:00:01.000000,Заступил на дежурство,-----,, ,Троицкий
127,2021-11-16 07:12:51.000000,Изменение настроек на 192.168.49.240,-----,,Fix config according to network conception,Троицкий
128,2021-11-16 09:52:39.000000,Подключение 13852 (Dzerzhinskogo 8_2) - labzin,-----,,192.168.57.86 порт 11 кабель 72,Троицкий
129,2021-11-16 10:04:59.000000,Подключение 13876 (Suvorova 84) - komarov,-----,,192.168.47.105 порт 13 кабель 91,Троицкий
130,2021-11-16 11:24:42.000000,Подключение 13902 (Dobrolubova 17) - komarov,-----,,192.168.59.148 порт 4 кабель 82,Троицкий
131,2021-11-16 11:53:52.000000,Подключение 13928 (Gagarina 7a k1) - labzin,-----,,192.168.59.63 порт 1 кабель 50,Троицкий
132,2021-11-16 12:28:56.000000,Подключение 13866 (Umanskaya 19a) - komarov,-----,,192.168.59.205 порт 5 кабель 52,Троицкий
133,2021-11-16 12:39:07.000000,Подключение 13859 (Lenina 20) - labzin,-----,,192.168.57.89 порт 9 кабель 30,Троицкий
134,2021-11-16 13:16:05.000000,Подключение 13858 (Gagarina 7) - labzin,-----,,192.168.57.23 порт 2 кабель 78,Троицкий
135,2021-11-16 13:38:51.000000,Изменение настроек на 192.168.47.99,-----,,Remove settings from free port,Троицкий
136,2021-11-16 13:39:21.000000,РИО - перезагрузка по питанию,-----,, ,Троицкий
138,2021-11-16 14:15:21.000000,Подключение 01457 (Raduzhniy 6) - sinitsyn,-----,,192.168.60.53 порт 16 кабель fiber,Троицкий
139,2021-11-16 14:38:17.000000,Расторжение 28282 (Okskiy 20),-----,,192.168.57.112,Троицкий
140,2021-11-16 14:39:36.000000,Расторжение 32308 (Sergievskiy Lenina 8),-----,,192.168.60.119,Троицкий
141,2021-11-16 14:40:36.000000,Расторжение 32642 (Chernaya 52),-----,,192.168.60.158,Троицкий
142,2021-11-16 14:41:30.000000,Расторжение 52176 (Sportivnaya 120a),-----,,192.168.57.116,Троицкий
143,2021-11-16 14:42:21.000000,Расторжение 58403 (Okt. Rev. 292),-----,,192.168.58.11,Троицкий
144,2021-11-16 14:42:34.000000,Расторжение 24403 (Raduzhniy 5),-----,,192.168.60.52,Троицкий
145,2021-11-16 14:43:26.000000,Расторжение 31281 (Sergievskiy Lenina 8),-----,,192.168.60.119,Троицкий
146,2021-11-16 14:43:31.000000,Расторжение 24690 (Makeeva 3 k1),-----,,192.168.47.216,Троицкий
147,2021-11-16 14:44:30.000000,Расторжение 24712 (Kirova 74),-----,,192.168.60.10,Троицкий
148,2021-11-16 14:45:02.000000,Расторжение 24751 (Okt. Rev. 368),-----,,192.168.59.103,Троицкий
149,2021-11-16 14:45:19.000000,Расторжение 25357 (Okt. Rev. 299),-----,,192.168.59.2,Троицкий
150,2021-11-16 14:45:55.000000,Расторжение 26387 (Pionerskaya 56 5p),-----,,192.168.58.93,Троицкий
151,2021-11-16 14:48:49.000000,Расторжение 26427 (Suvorova 42 2p),-----,,192.168.57.70,Троицкий
152,2021-11-16 14:49:40.000000,Расторжение 27311 (Dzerzhinskogo 84),-----,,192.168.59.104,Троицкий
153,2021-11-16 16:23:08.000000,Изменение настроек на 192.168.60.104,-----,,33161 block port,Троицкий
154,2021-11-16 16:26:09.000000,Изменение настроек на 192.168.60.87,-----,,30884 block port,Троицкий
155,2021-11-16 18:34:12.000000,Не работает О.Р. 298 (и 2 дома за ним) - пропал линк (58.11:28),-----,18:37, Не было электричества,Троицкий
156,2021-11-16 19:31:55.000000,Изменение настроек на 192.168.57.122 (Lenina 67 2p),-----,,11102 unblock,Троицкий
157,2021-11-16 19:52:08.000000,Изменение настроек на 192.168.59.22 (Shilova 3 5p),-----,,55872 block,Троицкий
158,2021-11-16 22:01:24.000000,"Окский 90 2п 1 этаж - сначала перезагрузка по питанию, потом линк совсем пропал.",-----,22:22, Не было электричества,Троицкий
159,2021-11-16 22:18:57.000000,Изменение настроек на 192.168.57.180 (Suvorova 66),-----,,26411 enable autodowngrade on flapping port,Троицкий
160,2021-11-16 22:37:14.000000,Окский 90 2п 1 этаж - пропал линк,-----,22:50,Не было электричества,Троицкий
161,2021-11-16 23:00:02.000000,Дежурство сдал,-----,, ,Троицкий
162,2021-11-17 06:57:25.000000,Заступил на дежурство,-----,, ,Корнеев
163,2021-11-17 09:44:57.000000,Дзержинского 2 нет электричества,Федосеев,10:19, Работают электрики,Корнеев
164,2021-11-17 11:26:56.000000,Не работает Спирина 3-3п,Федосеев,16:18,выбило автомат,Корнеев
165,2021-11-17 13:45:35.000000,"Не работает Школа 7, Зайцева 38, Пушкина 3а",Федосеев,14:02, нет света,Корнеев
166,2021-11-17 13:46:58.000000,"Не работает Калинина 8, 10",Федосеев,14:22,не было электричества,Корнеев
167,2021-11-17 23:00:05.000000,Дежурство сдал,-----,, ,Корнеев
168,2021-11-18 07:00:48.000000,Заступил на дежурство,-----,, ,Кочеров
169,2021-11-18 07:04:45.000000,"Не работает Яна грунта 5б,26,28А, Окт рев 205,202,205,200,221. Заводоупр ,Уманская 14б,17. Красногвардейская 2а,21а, Пионерский прзд 1",Понкратов,12:42," Пробоал запустить с Заводоуправления , не заработало. Пожар в помещении заводоуправления ",Кочеров
170,2021-11-18 09:44:58.000000,"Не работает Ватутина 3, Ватутина 1/40  3,7,9 подъезд",Панин,11:37, ,Кочеров
171,2021-11-18 23:00:45.000000,Дежурство Сдал,-----,, ,Кочеров
172,2021-11-19 08:15:32.000000,Заступил на дежурство,-----,, ,Брянский
173,2021-11-19 09:28:54.000000,Не работает Добролюбова 17,Федосеев,09:35, Работают электрики,Брянский
174,2021-11-19 09:54:08.000000,Не работает Малышева 30 и все коммутаторы подключенные от него,Федосеев,10:33,"Работают электрики, приблизительно на 30 минут",Брянский
175,2021-11-19 10:45:10.000000,Не работает Советская 4,Понкратов,11:02, пл. Советская 4 отключение эл-ва( висит объявление до окончания работ),Брянский
176,2021-11-19 11:37:20.000000,Не работает Гагарина 1А,Федосеев,13:41,отключение эл-ва( висит объявление с 12.00 до 14.00) Не поднялись порты после включения электричества.Сделал DownUp,Брянский
177,2021-11-19 14:40:34.000000,Не работает Макеева 6,Федосеев,14:45, Запустил с другой стороны,Брянский
178,2021-11-19 17:00:47.000000,Дежурство сдал,-----,, ,Брянский
179,2021-11-20 06:57:33.000000,Заступил на дежурство,-----,, ,Корнеев
180,2021-11-20 07:03:08.000000,Не работает Девичье поле 11-2п.,Федосеев,11:30," Сгорел коммутатор, поменяли",Корнеев
181,2021-11-20 23:00:21.000000,Дежурство сдал,-----,, ,Корнеев
182,2021-11-21 07:04:27.000000,Заступил на дежурство,-----,, ,Кочеров
183,2021-11-21 10:53:23.000000,Не работает Базовая станция Пирочи 7,Федосеев,12:03,Помогла перезагрузка БС,Кочеров
184,2021-11-22 07:05:21.000000,Заступил на дежурство,-----,, ,Кочеров
185,2021-11-22 09:22:40.000000,Не работает Спирина 12 2 подъезд,Федосеев,09:44, Перезагрузил 27 порт,Кочеров
186,2021-11-22 09:47:25.000000,"Не работает Пионерская 54 (1,2,3,4,5,6,7,8 подъезд)",Федосеев,10:39,"Завис порт,  Пионерская 54 1 подъезд",Кочеров
187,2021-11-22 10:05:37.000000,"Не работает Митяево 150, Ленина 22, Малышева 19(19а)",Федосеев,13:30, Нет света на Ленина 22 до окончания работ,Кочеров
188,2021-11-22 11:46:11.000000,"Не работает  Пионерская 54 (2,3,4,5,6,7,8 подъезд)",Федосеев,12:56, Работы электриков,Кочеров
189,2021-11-22 14:34:42.000000,Не работает Дачная 30,-----,15:13, ,Кочеров
190,2021-11-22 23:01:08.000000,Дежурство Сдал,-----,, ,Кочеров
191,2021-11-23 06:58:57.000000,Заступил на дежурство,-----,, ,Корнеев
192,2021-11-23 09:41:09.000000,Не работает Пионерская 54 8п,Федосеев,16:11, Работают электрики,Корнеев
193,2021-11-23 10:22:22.000000,"Не работает Ленина 4,6",Федосеев,10:28," перегрузил оптический порт, заработало",Корнеев
194,2021-11-23 10:23:01.000000,Не работает Гагарина 64а,Федосеев,12:15, нет света,Корнеев
195,2021-11-23 13:16:19.000000,"Не работает Красногвардейская 2а, Зайцева 38, 54, Школа",Федосеев,13:28, не было света,Корнеев
196,2021-11-23 14:18:18.000000,Установили коммутатор на Октябрьскую революцию 385в,-----,," Но завтра его нужно будет перегрузить, Федосеев в курсе, и потом настроить. в том числе закрыт порт на 49.127",Корнеев
197,2021-11-23 15:31:46.000000,"Не работает Октябрьской революции 298, 292, 294, 304, 288",Федосеев,," Запустил с другой стороны, часть домов восстановил. Вечером 3 дома так и не восстановились, до специалистов не дозвонился",Корнеев
198,2021-11-23 23:00:15.000000,Дежурство сдал,-----,, ,Корнеев
199,2021-11-24 07:04:42.000000,Заступил на дежурство,-----,, ,Кочеров
200,2021-11-24 08:33:45.000000,Не работает  Вокзал  ,-----,08:35,"Периодически пропадает соединение, пропадает свет",Кочеров
201,2021-11-24 09:18:54.000000,Не работает Дзержинского 13 район,Федосеев,10:01,Не было электричества ,Кочеров
202,2021-11-24 14:58:52.000000,Не работает power_test Дзержинского 4,Федосеев,15:36," Завис линксис, Федосеев перезагрузил ",Кочеров
203,2021-11-24 16:36:00.000000,Не работает Окский 15б,-----,,Не будет работать до 25.11.2021,Кочеров
204,2021-11-24 23:00:37.000000,Дежурство Сдал,-----,, ,Кочеров
205,2021-11-25 08:11:29.000000,Заступил на дежурство,-----,, ,Брянский
206,2021-11-25 09:37:08.000000,Не работает Дзержинского 10 с 4-8 п.,Федосеев,12:36," Работают электрики(примерно на 1 час), возможно повторное отключение",Брянский
207,2021-11-25 13:36:35.000000,Не работает Гагарина 1А,Федосеев,13:54," Не было света, когда свет дали не восстановились 10 Гбитные линки, перезагрузил порт, линк поднялся",Брянский
208,2021-11-25 13:37:13.000000,Не работает Дзержинского 6/1,Федосеев,14:18, не было света,Брянский
209,2021-11-25 13:38:51.000000,Не работает Козлова 1 и коммутаторы за ним,Федосеев,14:30,"  Нет света, поставят генератор",Брянский
210,2021-11-25 14:35:21.000000,Не работает Пионерская 54 4-8п,Федосеев,15:22,Работают электрики с 14.00 до 15.00,Брянский
211,2021-11-25 15:35:11.000000,Не работает Пирочи 14,Федосеев,15:36, Замена коммутатора на DES-3200-28,Брянский
212,2021-11-25 17:01:13.000000,Дежурство сдал,-----,, ,Брянский
213,2021-11-26 07:01:51.000000,Заступил на дежурство,-----,, ,Корнеев
214,2021-11-26 11:29:06.000000,"Не работает Добролюбова 15,4, 17а",Федосеев,11:30,Работали Электрики,Корнеев
215,2021-11-26 23:00:26.000000,Дежурство сдал,-----,, ,Корнеев
216,2021-11-27 07:02:35.000000,Заступил на дежурство,-----,, ,Кочеров
217,2021-11-27 13:32:20.000000,Не работает Сосновый бор,-----,," Не работал, 1 минуту",Кочеров
218,2021-11-27 13:53:11.000000,"Не работает  Окт.Рев  296,298,304,294,292,288",Федосеев,16:16, Нет света,Кочеров
219,2021-11-27 19:04:21.000000,Не работает Проводник,-----,19:08,Скачок напряжение ,Кочеров
220,2021-11-27 23:00:08.000000,Дежурство Сдал,-----,, ,Кочеров
221,2021-11-28 07:03:48.000000,Заступил на дежурство,-----,, ,Кочеров
222,2021-11-28 23:00:33.000000,Дежурство Сдал,-----,, ,Кочеров
223,2021-11-29 07:01:42.000000,Заступил на дежурство,-----,, ,Корнеев
224,2021-11-29 12:38:25.000000,Не работает Кирова 78,Федосеев,13:31, Нет электричества,Корнеев
225,2021-11-29 13:04:04.000000,Не работает Дзержинского 86,Федосеев,13:10, Коротковременное отключение электричества,Корнеев
226,2021-11-29 23:00:56.000000,Дежурство сдал,-----,, ,Корнеев
227,2021-11-30 06:58:39.000000,Заступил на дежурство,-----,, ,Кочеров
228,2021-11-30 06:59:58.000000,"Не работает Нижн. Хорошово 4,9,11,16,17,15,14,16А (дома)",-----,09:23, Работает. Не было электричества ,Кочеров
229,2021-11-30 07:01:06.000000,Не работает Акатьево (Все дома),-----,11:55, Нет электричества ,Кочеров
230,2021-11-30 07:45:06.000000,"Не работает район Дзержинского 93, Кирова 43",Федосеев,09:29," Скачок напряжения, Нет электричества ",Кочеров
231,2021-11-30 07:48:24.000000,"Не работает Дев.Поле 10,8.,2д,5,13, Бульвар 800я 5,7,11,10,15, Спирина 3,12,11, Весенняя 26,",Федосеев,09:48, Нет электричества ,Кочеров
232,2021-11-30 07:59:25.000000,"Не работает Шилова 3,4,2,6,10,9,8, Советская 7,6 Кирова 22,24,28,20, Ленина 80, Пионерская 50,54,50А,56",Федосеев,09:42, Нет электричества ,Кочеров
233,2021-11-30 08:12:15.000000,"Не рабоатет Яна Грунта 5, Красногвардейская ",Федосеев,08:55, Нет электричества ,Кочеров
234,2021-11-30 08:15:16.000000,"Не работает Половина района Линина 81-2 (Кирова 15 Дзержинского 94,Кирова 15",Федосеев,09:34, Нет электричества ,Кочеров
235,2021-11-30 10:04:13.000000,"Не работает Дункан, станкостроителей 13",Федосеев,14:24, Оборвалась оптика,Кочеров
236,2021-11-30 11:07:41.000000,Не работает Кутузова 14,Федосеев,12:36,Тех работы электриков ,Кочеров
237,2021-11-30 11:08:43.000000,"Не работает Хорошево 16,16а,14,15,17,11,4,9",-----,13:37, ,Кочеров
238,2021-11-30 12:57:04.000000,Не работает Акатьево (Все дома),-----,13:03, Работает ,Кочеров
239,2021-11-30 17:54:07.000000,Не работает Зарудня,-----,19:54,Не было электричества ,Кочеров
240,2021-11-30 17:55:30.000000,Не работает Район Буфеева ,-----,18:58, Не было электричества ,Кочеров
